Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-002869,2018-01,01/18/2018 18:40,Y, , ,1, , 31112,4,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,2101,HOWARD ST,60, , ,1720,22ND,904105.5,1024253
18-002924,2018-01,01/18/2018 19:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2337,SAINT LOUIS AVE,60, , ,2337,SAINT LOUIS,903735.8,1026452
18-002979,2018-01,01/18/2018 19:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,3915,OLIVE ST,38, , ,3915,OLIVE,894624.9,1022655
18-002882,2018-01,01/18/2018 19:00,Y, , ,1, , 41016,3,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1117,S 14TH ST,33, , ,1117,14TH,904509.8,1013818
18-002889,2018-01,01/18/2018 19:00,Y, , ,1, , 73413,5,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,4240,DUNCAN AVE,38, , ,4240,DUNCAN,891331.9,1019990
18-003102,2018-01,01/18/2018 19:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6655,WINNEBAGO ST,9, , ,6600,WINNEBAGO,875577.5,1005476
18-002877,2018-01,01/18/2018 19:08,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,8450,GAST PL,74, ,@BADEN HOUSE,8450,GAST,896704.1,1049972
18-002872,2018-01,01/18/2018 19:14,Y, , ,1, ,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36, ,SHELL GAS STATION,721,TUCKER,906857.6,1019492
18-002876,2018-01,01/18/2018 19:25,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 3RD ST / I 70 WESTBOUND,62, , , , ,909957.6,1020527
18-002921,2018-01,01/18/2018 20:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4353,OLEATHA AVE,15, , ,4353,OLEATHA,887487.1,1005674
18-003171,2018-01,01/18/2018 20:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3680,MCREE AVE,29, , ,3680,MCREE,893901.8,1013995
18-002884,2018-01,01/18/2018 20:07,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2924,UNION BLVD,52, , ,2924,UNION,888453.9,1034625
18-002969,2018-01,01/18/2018 20:20,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5730,TERRY AVE,50, , ,5730,TERRY,884692.4,1035641
18-002973,2018-01,01/18/2018 20:21,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5631,MAFFITT AVE,50, , ,5631,MAFFITT,885162,1035230
18-002885,2018-01,01/18/2018 20:29,Y, , ,1, , 69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,3814,N NEWSTEAD AVE,68, , ,3814,NEWSTEAD,895764.7,1033255
18-002894,2018-01,01/18/2018 20:48,Y, , ,1, ,115200,3,FRAUD-STEALING BY DECEIT/UNDER $150,2856,S JEFFERSON AVE,22, , ,201,TUCKER,899277.4,1007950
18-002904,2018-01,01/18/2018 20:55,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2851,OHIO AVE,30, , ,919,JEFFERSON,898452.4,1008285
18-002888,2018-01,01/18/2018 20:58,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,626,WASHINGTON AVE,35,TAZE, ,626,WASHINGTON,908867.3,1018458
18-003094,2018-01,01/18/2018 21:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,5221,FINKMAN ST,6, , ,5221,FINKMAN,881248.7,998849.9
18-002968,2018-01,01/18/2018 21:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 9TH ST / CARR ST,62, , , , ,908442.5,1020385
18-002893,2018-01,01/18/2018 21:05,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3442,GASCONADE ST,16, , ,3448,GASCONADE,893574.9,1001010
18-002927,2018-01,01/18/2018 22:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,5540,ROBIN AVE,72, , ,5540,ROBIN,892471.1,1044790
18-002965,2018-01,01/18/2018 22:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2648,OSAGE ST,16, ,REAR,2648,OSAGE,897467.7,1001065
18-002928,2018-01,01/18/2018 22:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,400,N 4TH ST,35, , ,400,4TH,909726.3,1018037
18-002938,2018-01,01/18/2018 22:15,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6724,BANCROFT AVE,9, , ,6724,BANCROFT,875103.1,1004718
18-002899,2018-01,01/18/2018 22:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5431,MACKLIND AVE,6, , , , ,881675.9,1000682
18-002932,2018-01,01/18/2018 22:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,7008,WINONA AVE,9, , ,7008,WINONA,873725.3,1005249
18-002920,2018-01,01/18/2018 22:35,Y, , ,1, , 66701,2,LARCENY-BICYCLES UNDER $500,7001,BANCROFT AVE,9, , ,7001,BANCROFT,873760.4,1005093
18-002898,2018-01,01/18/2018 22:35,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",8946,HALLS FERRY RD,74, ,SINGLE FAMILY RESIDENCE,8946,HALLS FERRY,894778.1,1051331
18-002897,2018-01,01/18/2018 22:45,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",59,DOCK ST,64, ,AMEREN SUBSTATION,59,DOCK,909326.2,1028836
18-002931,2018-01,01/18/2018 23:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6643,WINNEBAGO ST,9, , ,6643,WINNEBAGO,875679.8,1005461
18-002900,2018-01,01/18/2018 23:17,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1400,MADISON ST,63, , , , ,907500.9,1023880
18-002903,2018-01,01/18/2018 23:23,Y, , ,1, , 41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2319,INDIANA AVE,23, ,2ND FLR,2319,INDIANA,899931.6,1010202
18-002903,2018-01,01/18/2018 23:23,Y, , ,1, , 41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2319,INDIANA AVE,23, ,2ND FLR,2319,INDIANA,899931.6,1010202
18-002903,2018-01,01/18/2018 23:23,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2319,INDIANA AVE,23, ,2ND FLR,2319,INDIANA,899931.6,1010202
18-002903,2018-01,01/18/2018 23:23,Y, , ,1, , 41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2319,INDIANA AVE,23, ,2ND FLR,2319,INDIANA,899931.6,1010202
18-003878,2018-01,01/19/2018 00:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3862,SULLIVAN AVE,59, , ,3862,SULLIVAN,898827.4,1029440
18-002905,2018-01,01/19/2018 00:15,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4650,S SPRING AVE,16, , ,4650,SPRING,890690.6,999312.3
18-003071,2018-01,01/19/2018 00:45,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 11TH ST / ST CHARLES ST,35, , , , ,907318.9,1018732
18-002918,2018-01,01/19/2018 00:45,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,6259,PRINTZ AVE,4, , ,6259,PRINTZ,883473.6,997592.4
18-002906,2018-01,01/19/2018 00:56,Y, , ,1, ,211000,2,DUI-DRVING WHILE INTOXICATED,5916,WILSON AVE,12, , , , ,881385.3,1013625
18-002908,2018-01,01/19/2018 01:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,3009,ARLINGTON AVE,50, , , , ,887531.3,1035479
18-002907,2018-01,01/19/2018 01:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,AMELIA AVE / BIRCHER BLVD,72, , , , ,888681.6,1042685
18-002909,2018-01,01/19/2018 03:28,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3140,CASS AVE,59,WILLIAM J HARRISON EDUCATION CENTER, ,3140,CASS,899029.8,1024596
18-002930,2018-01,01/19/2018 05:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6659,PERNOD AVE,9, , ,6659,PERNOD,875706.9,1006756
18-003616,2018-01,01/19/2018 05:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1415,PARK AVE,33, , ,1415,PARK,904230.7,1013131
18-002967,2018-01,01/19/2018 05:20,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1415,PARK AVE,33, , ,1415,PARK,904230.7,1013131
18-002912,2018-01,01/19/2018 05:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1805,BELLE GLADE AVE,57, , ,1805,BELLE GLADE,895387.9,1027506
18-002914,2018-01,01/19/2018 06:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,296,BARTON ST,20,YRC FREIGHT, ,400,BARTON,905266.1,1008073
18-002913,2018-01,01/19/2018 06:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1615,S KINGSHIGHWAY BLVD,12,GAS PUMP 6,@QT - S KINGSHIGHWAY / MCREE,1615,KINGSHIGHWAY,886749.4,1014742
18-002919,2018-01,01/19/2018 07:05,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2820,OREGON AVE,24, , ,2820,OREGON,897687.2,1008665
18-002915,2018-01,01/19/2018 07:07,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,301,S 4TH ST,35, , ,300,4TH,908625.1,1015638
18-003040,2018-01,01/19/2018 07:30,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,8549,MORA LN,73, , ,8549,MORA,891824.3,1049394
18-003009,2018-01,01/19/2018 08:30,Y, , ,1, , 51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4242,MCREE AVE,28, , ,4242,MCREE,890287.6,1014412
18-002982,2018-01,01/19/2018 08:39,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3039,ROLLA PL,56, , ,3039,ROLLA,896412.2,1030523
18-002937,2018-01,01/19/2018 08:49,Y, , ,1, , 43201,3,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,3430,S GRAND BLVD,25,SCHNUCKS, ,3430,GRAND,893788.8,1005469
18-003305,2018-01,01/19/2018 09:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,850,RIVER RUN CT,75, ,UNIT 302,850,RIVER RUN,899316.4,1054473
18-002942,2018-01,01/19/2018 09:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4329,COLLEGE AVE,67, , ,4329,COLLEGE,900634.7,1033643
18-002941,2018-01,01/19/2018 09:32,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4500,N BROADWAY,64, , ,4550,BROADWAY,905164,1033720
18-002943,2018-01,01/19/2018 09:45,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1417,OHIO AVE,31, , , , ,899701.4,1014582
18-003408,2018-01,01/19/2018 10:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5855,SELBER CT,50, , ,5855,SELBER,884892.9,1038049
18-002978,2018-01,01/19/2018 10:10,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3721,ROBERT AVE,4, , ,3721,ROBERT,886493.8,991953.6
18-002948,2018-01,01/19/2018 10:15,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,8834,N BROADWAY,74, , ,8834,BROADWAY,897856.4,1052884
18-002949,2018-01,01/19/2018 10:21,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,3847,GUSTINE AVE,16, , ,3847,GUSTINE,891144.8,1003077
18-002946,2018-01,01/19/2018 10:49,Y, , ,1, ,250000,4,LOITERING-BEGGING,800,WASHINGTON AVE,35, ,@HOTEL- RENAISSANCE GRAND HOTEL,800,WASHINGTON,908187.4,1018534
18-002956,2018-01,01/19/2018 11:00,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2807,MERAMEC ST,16, , ,2807,MERAMEC,896447.1,1000079
18-003540,2018-01,01/19/2018 11:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5041,RAY AVE,5, , ,5041,RAY,887730.6,999524.8
18-003149,2018-01,01/19/2018 11:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3330,ITASKA ST,16, , ,3330,ITASKA,893119.4,997228.5
18-004820,2018-01,01/19/2018 12:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4162,E GREEN LEA PL,68, , ,4162,GREEN LEA,898900.9,1033956
18-002970,2018-01,01/19/2018 12:00,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4162,E GREEN LEA PL,68, , ,4162,GREEN LEA,898900.9,1033956
18-003457,2018-01,01/19/2018 12:10,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S 11TH ST / MCGIRK ST,21, , , , ,902682,1007826
18-002972,2018-01,01/19/2018 12:20,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3025,LACLEDE AVE,37, , ,3025,LACLEDE,899449.6,1019131
18-002972,2018-01,01/19/2018 12:20,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3025,LACLEDE AVE,37, , ,3025,LACLEDE,899449.6,1019131
18-003000,2018-01,01/19/2018 12:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,3111,CORA AVE,56, ,@SCHOOL - HICKEY,3111,CORA,892855.8,1032683
18-002958,2018-01,01/19/2018 12:42,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , ,300,CARR,910318.8,1019871
18-002960,2018-01,01/19/2018 12:45,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3714,GRAVOIS AVE,15, , ,3714,GRAVOIS,892449.8,1004341
18-004482,2018-01,01/19/2018 12:49,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5437,ENRIGHT AVE,49, , ,5437,ENRIGHT,883831.9,1027389
18-002984,2018-01,01/19/2018 13:00,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4447,FARLIN AVE,69, , ,4447,FARLIN,895697.9,1034176
18-002966,2018-01,01/19/2018 13:00,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5622,W FLORISSANT AVE,72, , ,5622,FLORISSANT,892956.1,1044271
18-002971,2018-01,01/19/2018 13:05,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,399,N EUCLID AVE,38, , , , ,888503.4,1025073
18-002964,2018-01,01/19/2018 13:11,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,BIRCHER BLVD / N KINGSHIGHWAY,71, , , , ,892933.4,1038924
18-002974,2018-01,01/19/2018 13:30,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,4128,NEBRASKA AVE,16, , ,4128,NEBRASKA,896034.5,1000390
18-002980,2018-01,01/19/2018 13:30,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4026,N NEWSTEAD AVE,68, , ,4026,NEWSTEAD,896145.6,1033846
18-002991,2018-01,01/19/2018 13:44,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5200,N KINGSHIGHWAY BLVD,71, , , , ,893781.8,1039523
18-002977,2018-01,01/19/2018 13:49,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
18-004762,2018-01,01/19/2018 13:49,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
18-002999,2018-01,01/19/2018 14:00,Y, , ,1, , 51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5435,BARTMER AVE,48, , ,5435,BARTMER,884322.1,1029825
18-002986,2018-01,01/19/2018 14:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3438,S JEFFERSON AVE,18, , ,3438,JEFFERSON,898727.8,1004555
18-003001,2018-01,01/19/2018 14:49,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3630,S GRAND BLVD,19, , ,3630,GRAND,893520.9,1004111
18-003028,2018-01,01/19/2018 15:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,FYLER AVE / S KINGSHIGHWAY BLV,15, , ,2700,GRAVOIS,885863.4,1007205
18-003004,2018-01,01/19/2018 15:10,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3659,IOWA AVE,19, , , , ,897300.6,1003238
18-003471,2018-01,01/19/2018 15:15,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2945,DELMAR BLVD,37, ,NORTH SIDE OF DELMAR BLVD,2945,DELMAR,900492.6,1021365
18-003016,2018-01,01/19/2018 15:23,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 14TH ST / MONROE ST,63, , , , ,907142.1,1024735
18-003005,2018-01,01/19/2018 15:28,Y, , ,1, , 92000,6,SIMPLE ASSAULT-HARRASSMENT,169,E GRAND AVE,64,PROCTOR AND GAMBLE,PROCTER AND GAMBLE,169,GRAND,905851.1,1034843
18-003403,2018-01,01/19/2018 15:30,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",123,RUSSELL BLVD,20, ,CONSTRUCTION SITE,123,RUSSELL,906457.6,1009071
18-002990,2018-01,01/19/2018 15:36,Y, , ,1, ,183250,4,DRUGS-SALE/COCAINE,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-003007,2018-01,01/19/2018 15:48,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,S EUCLID AVE / FOREST PARK AVE,38, , , , ,888107.3,1021677
18-003015,2018-01,01/19/2018 16:00,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3721,S GRAND BLVD,15,ALDI, ,3721,GRAND,893385.4,1003893
18-003024,2018-01,01/19/2018 16:00,Y, , ,1, , 43016,5,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH HOSPITAL, ,4949, ,887396.8,1020150
18-003008,2018-01,01/19/2018 16:00,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,ASHLAND AVE / N VANDEVENTER AV,59, , ,4045,LEE,898941.8,1029879
18-003116,2018-01,01/19/2018 16:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,5039,SUTHERLAND AVE,7, , ,5039,SUTHERLAND,883304.2,1003505
18-003011,2018-01,01/19/2018 16:03,Y, , ,1, , 63601,5,"LARCENY-SHOPLIFT $500 - $24,999",4145,LINDELL BLVD,38,CROWN VISION, ,4145,LINDELL,892499.6,1022046
18-003003,2018-01,01/19/2018 16:05,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,BLAIR AVE / E GRAND BLVD,66, , , , ,903970.5,1033492
18-003322,2018-01,01/19/2018 17:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N BROADWAY / MARKET ST,35, , , , ,908726.5,1016736
18-003550,2018-01,01/19/2018 17:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8000,HALL ST,79, , ,8000,HALL,898772.4,1047846
18-003169,2018-01,01/19/2018 17:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5120,RIDGE AVE,51, , ,5120,RIDGE,886923.5,1030067
18-003023,2018-01,01/19/2018 17:08,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,901,N TUCKER BLVD,35, ,POST DISPATCH PARKING LOT, , ,907094.3,1019936
18-003034,2018-01,01/19/2018 17:25,Y, , ,1, , 10000,1,HOMICIDE,7422,GRAVOIS AVE,4,GRAVOIS PLACE APARTMENTS,APARTMENT COMPLEX,7422,GRAVOIS,878508.2,993755.2
18-003021,2018-01,01/19/2018 17:33,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3642,LINDELL BLVD,37, , , , ,895981.3,1020966
18-003029,2018-01,01/19/2018 17:39,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S GRAND BLVD / RUSSELL BLVD,26, , , , ,894541,1012354
18-003022,2018-01,01/19/2018 17:43,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3712,WINNEBAGO ST,15, , ,3712,WINNEBAGO,892479.1,1003855
18-003026,2018-01,01/19/2018 17:45,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1805,COLE ST,61, , ,1805,COLE,904877.3,1020946
18-003119,2018-01,01/19/2018 18:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",0,N EUCLID AVE / LINDELL BLVD,38, , , , ,888281.1,1023181
18-003539,2018-01,01/19/2018 18:00,Y, , ,1, , 44023,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 3RD DEGRE",2000,MADISON ST,60, ,@BREWERY APTS,2000,MADISON,904374.2,1024178
18-003126,2018-01,01/19/2018 18:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3321,DELMAR BLVD,77, ,REAR PARKING LOT,3321,DELMAR,898492.6,1021852
18-003032,2018-01,01/19/2018 18:06,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1408,HEBERT ST,63, , ,1408,HEBERT,906436.3,1027035
18-003036,2018-01,01/19/2018 18:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND,65, , ,601,CLARK,0,0
18-003035,2018-01,01/19/2018 18:25,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4333,NATURAL BRIDGE AVE,68, , , , ,895761.7,1032844
18-003043,2018-01,01/19/2018 18:30,Y, , ,1, , 69603,4,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",1000,N 7TH ST,62, , ,510,DOVER,909187.9,1020011
18-003068,2018-01,01/19/2018 18:30,Y, , ,1, , 51222,3,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,2931,SIDNEY ST,25, , ,2931,SIDNEY,897117.4,1009998
18-003042,2018-01,01/19/2018 19:25,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4611,SAN FRANCISCO AVE,69, , ,4611,SAN FRANCISCO,894272.2,1034280
18-003044,2018-01,01/19/2018 19:50,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,250,DE BALIVIERE AVE,47,FOREST PARK METROLINK PLATFORM,@METROLINK - FOREST PARK,250,DE BALIVIERE,881642.6,1024780
18-003272,2018-01,01/19/2018 20:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5798,PERSHING AVE,46, , ,5800,PERSHING,880209.4,1025102
18-003136,2018-01,01/19/2018 20:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,400,S 4TH ST,35, , ,400,4TH,908773.8,1015571
18-003452,2018-01,01/19/2018 20:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6316,W FLORISSANT AVE,76, , ,6316,FLORISSANT,889919,1048658
18-003177,2018-01,01/19/2018 20:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1551,S 7TH ST,21, ,@BAR- SOCIAL HOUSE,1551,7TH,905973.6,1011338
18-003156,2018-01,01/19/2018 20:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4090,C D BANKS AVE,58, , ,4090,C D BANKS,894339.2,1025007
18-003063,2018-01,01/19/2018 21:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3434,UTAH ST,25, , ,3434,UTAH,894491.8,1006213
18-003063,2018-01,01/19/2018 21:00, , , ,-1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3434,UTAH ST,25, , ,3434,UTAH,894491.8,1006213
18-003048,2018-01,01/19/2018 21:11,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3631,GRAVOIS AVE,15, , , , ,893179.3,1004622
18-003092,2018-01,01/19/2018 21:15,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,0,HALLS FERRY CIR / RIVERVIEW BL,74,FOOD 4 LESS, , , ,894483.7,1052056
18-003051,2018-01,01/19/2018 21:30,Y, , ,1, ,250000,4,LOITERING-BEGGING,1235,WASHINGTON AVE,36, ,ON STREET, , ,906498.3,1019221
18-003125,2018-01,01/19/2018 21:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4240,HOLLY AVE,68, , ,4240,HOLLY,897532.2,1034767
18-003084,2018-01,01/19/2018 21:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 11TH ST / WASHINGTON AVE,35, , , , ,907375.6,1018946
18-003121,2018-01,01/19/2018 22:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4250,E SACRAMENTO AVE,68, , ,4250,SACRAMENTO,896893.7,1032373
18-003462,2018-01,01/19/2018 22:30,Y, , ,1, ,263120,5,OBSTRUCT GOVRN OP-FALSE REPORT,4443,ST FERDINAND AVE,57, , , , ,893268.3,1029832
18-003056,2018-01,01/19/2018 22:35,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,601,CLARK AVE,35, ,@BALLPARK VILLAGE,601,CLARK,908223.8,1016086
